nom,date,cumulative_confirmed_cases,nom_clean,new_cases,rt_proxy,cumulative_confirmed_deaths,days_since_first_case,rolling_7d_new_cases,days_since_last_case,population_density,population_density_was_missing,label_next_7d_onset,has_full_future_window
Logo,2026-06-13,2.0,Logo,0.0,0.0,0.0,12,0.0,9.0,557.063799173426,0,0,True
Butembo,2026-06-13,18.0,Butembo,11.0,8.0,7.0,26,16.0,3.0,3648.62216219997,0,1,True
Mangala,2026-06-13,5.0,Mangala,3.0,,3.0,16,4.0,3.0,162.268440527417,0,1,True
Goma,2026-06-13,1.0,Goma,0.0,,0.0,26,0.0,26.0,8413.39578071933,0,0,True
Nizi,2026-06-13,11.0,Nizi,2.0,2.0,1.0,23,6.0,2.0,671.566862038288,0,1,True
Damas,2026-06-13,4.0,Damas,1.0,0.5,0.0,18,1.0,10.0,53.1851080273012,0,0,True
Vuhovi,2026-06-14,1.0,Vuhovi,0.0,,1.0,4,0.0,4.0,380.412706373374,0,0,True
Lita,2026-06-14,6.0,Lita,0.0,0.6666666666666666,0.0,17,2.0,4.0,228.628253664484,0,1,True
Nia Nia,2026-06-14,1.0,Nia Nia,0.0,,1.0,1,0.0,1.0,12.2620174888054,0,1,True
Mangala,2026-06-14,5.0,Mangala,0.0,,3.0,17,4.0,1.0,162.268440527417,0,1,True
Katwa,2026-06-14,25.0,Katwa,4.0,2.2857142857142856,16.0,27,16.0,1.0,7809.37779884317,0,1,True
Nizi,2026-06-14,11.0,Nizi,0.0,2.0,1.0,24,6.0,1.0,671.566862038288,0,1,True
Gety,2026-06-14,1.0,Gety,0.0,,0.0,17,0.0,17.0,86.0299313935469,0,0,True
Bunia,2026-06-14,215.0,Bunia,3.0,1.1774193548387095,20.0,30,73.0,1.0,4336.1457340514,0,1,True
Mabalako,2026-06-14,1.0,Mabalako,0.0,,0.0,1,0.0,1.0,224.427753196912,0,0,True
Damas,2026-06-14,4.0,Damas,0.0,0.5,0.0,19,1.0,1.0,53.1851080273012,0,0,True
Mambasa,2026-06-14,2.0,Mambasa,0.0,0.0,1.0,19,0.0,13.0,9.38305119840287,0,0,True
Kyondo,2026-06-14,2.0,Kyondo,0.0,,1.0,20,1.0,4.0,287.209696136707,0,1,True
Miti Murhesa,2026-06-14,3.0,Miti Murhesa,0.0,1.0,1.0,24,2.0,5.0,722.651452069188,0,0,True
Butembo,2026-06-14,19.0,Butembo,1.0,8.5,7.0,27,17.0,1.0,3648.62216219997,0,1,True
Kambala,2026-06-14,1.0,Kambala,0.0,,1.0,4,0.0,4.0,113.635589703185,0,0,True
Mongbwalu,2026-06-14,175.0,Mongbwalu,11.0,1.8444444444444448,80.0,31,83.0,1.0,49.26880991961,0,1,True
Kilo,2026-06-14,4.0,Kilo,0.0,0.0,1.0,24,0.0,9.0,107.546199583958,0,1,True
Bambu,2026-06-14,7.0,Bambu,0.0,0.6666666666666666,2.0,25,2.0,4.0,293.755113499808,0,1,True
Rimba,2026-06-14,3.0,Rimba,0.0,0.0,0.0,19,0.0,12.0,475.541098374732,0,0,True
Komanda,2026-06-14,6.0,Komanda,0.0,1.5,0.0,17,3.0,1.0,69.5013595444792,0,1,True
Aru,2026-06-14,3.0,Aru,0.0,0.0,1.0,23,0.0,10.0,339.239633491485,0,0,True
Goma,2026-06-14,1.0,Goma,0.0,,0.0,27,0.0,27.0,8413.39578071933,0,0,True
Oicha,2026-06-14,2.0,Oicha,0.0,0.0,2.0,21,0.0,13.0,217.407676331775,0,1,True
Tchomia,2026-06-14,2.0,Tchomia,0.0,,0.0,5,0.0,5.0,228.779480612625,0,1,True
Masereka,2026-06-14,1.0,Masereka,0.0,,0.0,4,0.0,4.0,859.910963009083,0,0,True
Aungba,2026-06-14,2.0,Aungba,0.0,,1.0,17,1.0,6.0,171.063075277196,0,1,True
Rwampara,2026-06-14,152.0,Rwampara,3.0,1.6363636363636365,27.0,30,54.0,1.0,378.392262151519,0,1,True
Nyankunde,2026-06-14,42.0,Nyankunde,4.0,3.6,4.0,27,18.0,1.0,100.872453475923,0,1,True
Beni,2026-06-14,14.0,Beni,0.0,3.0,10.0,17,9.0,1.0,583.694814150159,0,1,True
Kalunguta,2026-06-14,1.0,Kalunguta,0.0,,1.0,21,0.0,18.0,217.291453102909,0,1,True
Logo,2026-06-14,2.0,Logo,0.0,0.0,0.0,13,0.0,10.0,557.063799173426,0,0,True
Mangala,2026-06-15,5.0,Mangala,0.0,,3.0,18,4.0,2.0,162.268440527417,0,1,True
Kyondo,2026-06-15,2.0,Kyondo,0.0,,1.0,21,1.0,5.0,287.209696136707,0,1,True
Nia Nia,2026-06-15,1.0,Nia Nia,0.0,,1.0,2,0.0,2.0,12.2620174888054,0,1,True
Komanda,2026-06-15,7.0,Komanda,1.0,2.0,1.0,18,4.0,2.0,69.5013595444792,0,1,True
Goma,2026-06-15,1.0,Goma,0.0,,0.0,28,0.0,28.0,8413.39578071933,0,0,True
Nyankunde,2026-06-15,45.0,Nyankunde,3.0,2.7142857142857144,4.0,28,19.0,1.0,100.872453475923,0,1,True
Tchomia,2026-06-15,2.0,Tchomia,0.0,,0.0,6,0.0,6.0,228.779480612625,0,1,True
Damas,2026-06-15,4.0,Damas,0.0,0.5,0.0,20,1.0,2.0,53.1851080273012,0,0,True
Miti Murhesa,2026-06-15,3.0,Miti Murhesa,0.0,1.0,1.0,25,2.0,6.0,722.651452069188,0,0,True
Lita,2026-06-15,9.0,Lita,3.0,1.6666666666666667,0.0,18,5.0,5.0,228.628253664484,0,1,True
Kambala,2026-06-15,1.0,Kambala,0.0,,1.0,5,0.0,5.0,113.635589703185,0,0,True
Aru,2026-06-15,3.0,Aru,0.0,0.0,1.0,24,0.0,11.0,339.239633491485,0,0,True
Oicha,2026-06-15,2.0,Oicha,0.0,0.0,2.0,22,0.0,14.0,217.407676331775,0,1,True
Masereka,2026-06-15,1.0,Masereka,0.0,,0.0,5,0.0,5.0,859.910963009083,0,0,True
Kilo,2026-06-15,4.0,Kilo,0.0,0.0,1.0,25,0.0,10.0,107.546199583958,0,1,True
Mongbwalu,2026-06-15,185.0,Mongbwalu,10.0,1.7058823529411764,83.0,32,87.0,1.0,49.26880991961,0,1,True
Butembo,2026-06-15,19.0,Butembo,0.0,8.5,7.0,28,17.0,1.0,3648.62216219997,0,1,True
Rwampara,2026-06-15,192.0,Rwampara,40.0,1.7608695652173914,27.0,31,81.0,1.0,378.392262151519,0,1,True
Beni,2026-06-15,14.0,Beni,0.0,0.7142857142857143,10.0,18,5.0,2.0,583.694814150159,0,1,True
Kalunguta,2026-06-15,1.0,Kalunguta,0.0,,1.0,22,0.0,19.0,217.291453102909,0,1,True
Logo,2026-06-15,2.0,Logo,0.0,0.0,0.0,14,0.0,11.0,557.063799173426,0,1,True
Mambasa,2026-06-15,2.0,Mambasa,0.0,0.0,1.0,20,0.0,14.0,9.38305119840287,0,0,True
Bunia,2026-06-15,215.0,Bunia,0.0,0.875,20.0,31,63.0,1.0,4336.1457340514,0,1,True
Gety,2026-06-15,1.0,Gety,0.0,,0.0,18,0.0,18.0,86.0299313935469,0,0,True
Nizi,2026-06-15,16.0,Nizi,5.0,3.6666666666666665,1.0,25,11.0,2.0,671.566862038288,0,1,True
Aungba,2026-06-15,2.0,Aungba,0.0,,1.0,18,1.0,7.0,171.063075277196,0,1,True
Vuhovi,2026-06-15,1.0,Vuhovi,0.0,,1.0,5,0.0,5.0,380.412706373374,0,0,True
Katwa,2026-06-15,25.0,Katwa,0.0,2.2857142857142856,16.0,28,16.0,1.0,7809.37779884317,0,1,True
Mabalako,2026-06-15,1.0,Mabalako,0.0,,0.0,2,0.0,2.0,224.427753196912,0,0,True
Bambu,2026-06-15,7.0,Bambu,0.0,0.6666666666666666,2.0,26,2.0,5.0,293.755113499808,0,1,True
Rimba,2026-06-15,3.0,Rimba,0.0,0.0,0.0,20,0.0,13.0,475.541098374732,0,0,True
Kalunguta,2026-06-16,2.0,Kalunguta,1.0,,,23,1.0,20.0,217.291453102909,0,0,True
Nizi,2026-06-16,16.0,Nizi,0.0,3.6666666666666665,,26,11.0,1.0,671.566862038288,0,1,True
Logo,2026-06-16,2.0,Logo,0.0,0.0,,15,0.0,12.0,557.063799173426,0,1,True
Damas,2026-06-16,4.0,Damas,0.0,0.5,,21,1.0,3.0,53.1851080273012,0,0,True
Goma,2026-06-16,1.0,Goma,0.0,,,29,0.0,29.0,8413.39578071933,0,0,True
Miti Murhesa,2026-06-16,3.0,Miti Murhesa,0.0,1.0,,26,2.0,7.0,722.651452069188,0,0,True
Rimba,2026-06-16,3.0,Rimba,0.0,0.0,,21,0.0,14.0,475.541098374732,0,0,True
Rwampara,2026-06-16,172.0,Rwampara,0.0,1.2280701754385963,,32,70.0,1.0,378.392262151519,0,1,True
Mambasa,2026-06-16,2.0,Mambasa,0.0,0.0,,21,0.0,15.0,9.38305119840287,0,0,True
Vuhovi,2026-06-16,1.0,Vuhovi,0.0,,,6,0.0,6.0,380.412706373374,0,0,True
Musienene,2026-06-16,1.0,Musienene,0.0,,,0,0.0,0.0,272.413057812586,0,1,True
Oicha,2026-06-16,3.0,Oicha,1.0,,,23,1.0,15.0,217.407676331775,0,0,True
Tchomia,2026-06-16,5.0,Tchomia,3.0,,,7,3.0,7.0,228.779480612625,0,1,True
Kilo,2026-06-16,4.0,Kilo,0.0,0.0,,26,0.0,11.0,107.546199583958,0,1,True
Masereka,2026-06-16,1.0,Masereka,0.0,,,6,0.0,6.0,859.910963009083,0,0,True
Gety,2026-06-16,1.0,Gety,0.0,,,19,0.0,19.0,86.0299313935469,0,0,True
Bunia,2026-06-16,226.0,Bunia,11.0,0.7590361445783133,,32,63.0,2.0,4336.1457340514,0,1,True
Bambu,2026-06-16,7.0,Bambu,0.0,0.6666666666666666,,27,2.0,6.0,293.755113499808,0,1,True
Beni,2026-06-16,14.0,Beni,0.0,1.25,,19,5.0,3.0,583.694814150159,0,1,True
Katwa,2026-06-16,23.0,Katwa,0.0,3.0,,29,15.0,2.0,7809.37779884317,0,1,True
Mabalako,2026-06-16,1.0,Mabalako,0.0,,,3,0.0,3.0,224.427753196912,0,0,True
Mangala,2026-06-16,5.0,Mangala,0.0,,,19,4.0,3.0,162.268440527417,0,1,True
Mongbwalu,2026-06-16,189.0,Mongbwalu,4.0,1.1194029850746268,,33,75.0,1.0,49.26880991961,0,1,True
Kambala,2026-06-16,1.0,Kambala,0.0,,,6,0.0,6.0,113.635589703185,0,0,True
Kyondo,2026-06-16,2.0,Kyondo,0.0,,,22,1.0,6.0,287.209696136707,0,1,True
Aru,2026-06-16,3.0,Aru,0.0,0.0,,25,0.0,12.0,339.239633491485,0,0,True
Lita,2026-06-16,9.0,Lita,0.0,1.6666666666666667,,19,5.0,1.0,228.628253664484,0,1,True
Komanda,2026-06-16,7.0,Komanda,0.0,2.0,,19,4.0,1.0,69.5013595444792,0,1,True
Aungba,2026-06-16,2.0,Aungba,0.0,0.0,,19,0.0,8.0,171.063075277196,0,1,True
Nia Nia,2026-06-16,1.0,Nia Nia,0.0,,,3,0.0,3.0,12.2620174888054,0,1,True
Nyankunde,2026-06-16,45.0,Nyankunde,0.0,1.0,,29,13.0,1.0,100.872453475923,0,1,True
Butembo,2026-06-16,24.0,Butembo,5.0,5.0,,29,20.0,2.0,3648.62216219997,0,1,True
Fataki,2026-06-16,1.0,Fataki,1.0,,,21,1.0,21.0,374.843916988277,0,0,True
Aungba,2026-06-17,4.0,Aungba,2.0,2.0,1.0,20,2.0,9.0,171.063075277196,0,1,True
Beni,2026-06-17,15.0,Beni,1.0,1.5,12.0,20,6.0,4.0,583.694814150159,0,1,True
Mambasa,2026-06-17,2.0,Mambasa,0.0,,1.0,22,0.0,16.0,9.38305119840287,0,0,True
Rwampara,2026-06-17,195.0,Rwampara,23.0,1.3442622950819672,33.0,33,82.0,2.0,378.392262151519,0,1,True
Nia Nia,2026-06-17,1.0,Nia Nia,0.0,,1.0,4,0.0,4.0,12.2620174888054,0,1,True
Vuhovi,2026-06-17,1.0,Vuhovi,0.0,,1.0,7,0.0,7.0,380.412706373374,0,0,True
Oicha,2026-06-17,3.0,Oicha,0.0,,2.0,24,1.0,1.0,217.407676331775,0,0,True
Logo,2026-06-17,2.0,Logo,0.0,0.0,0.0,16,0.0,13.0,557.063799173426,0,1,True
Kalunguta,2026-06-17,2.0,Kalunguta,0.0,,1.0,24,1.0,1.0,217.291453102909,0,0,True
Mongbwalu,2026-06-17,189.0,Mongbwalu,0.0,0.775,83.0,34,62.0,1.0,49.26880991961,0,1,True
Rimba,2026-06-17,3.0,Rimba,0.0,0.0,0.0,22,0.0,15.0,475.541098374732,0,0,True
Fataki,2026-06-17,1.0,Fataki,0.0,,0.0,22,1.0,1.0,374.843916988277,0,0,True
Butembo,2026-06-17,25.0,Butembo,1.0,5.25,11.0,30,21.0,1.0,3648.62216219997,0,1,True
Masereka,2026-06-17,1.0,Masereka,0.0,,0.0,7,0.0,7.0,859.910963009083,0,0,True
Bunia,2026-06-17,247.0,Bunia,21.0,0.8409090909090909,41.0,33,74.0,1.0,4336.1457340514,0,1,True
Kilo,2026-06-17,7.0,Kilo,3.0,1.5,1.0,27,3.0,12.0,107.546199583958,0,1,True
Drodro,2026-06-17,1.0,Drodro,0.0,,1.0,0,0.0,0.0,349.734033181171,0,0,True
Lita,2026-06-17,18.0,Lita,9.0,3.25,4.0,20,13.0,2.0,228.628253664484,0,1,True
Bambu,2026-06-17,9.0,Bambu,2.0,1.3333333333333333,2.0,28,4.0,7.0,293.755113499808,0,1,True
Kambala,2026-06-17,1.0,Kambala,0.0,,1.0,7,0.0,7.0,113.635589703185,0,0,True
Nizi,2026-06-17,25.0,Nizi,9.0,6.666666666666667,5.0,27,20.0,2.0,671.566862038288,0,1,True
Komanda,2026-06-17,10.0,Komanda,3.0,3.5,3.0,20,7.0,2.0,69.5013595444792,0,1,True
Nyankunde,2026-06-17,68.0,Nyankunde,23.0,3.6,6.0,30,36.0,2.0,100.872453475923,0,1,True
Goma,2026-06-17,1.0,Goma,0.0,,0.0,30,0.0,30.0,8413.39578071933,0,0,True
Tchomia,2026-06-17,5.0,Tchomia,0.0,,0.0,8,3.0,1.0,228.779480612625,0,1,True
Gety,2026-06-17,1.0,Gety,0.0,,0.0,20,0.0,20.0,86.0299313935469,0,0,True
Damas,2026-06-17,4.0,Damas,0.0,1.0,0.0,22,1.0,4.0,53.1851080273012,0,0,True
Kyondo,2026-06-17,2.0,Kyondo,0.0,,1.0,23,1.0,7.0,287.209696136707,0,1,True
Mangala,2026-06-17,5.0,Mangala,0.0,,3.0,20,4.0,4.0,162.268440527417,0,1,True
Aru,2026-06-17,3.0,Aru,0.0,0.0,1.0,26,0.0,13.0,339.239633491485,0,0,True
Miti Murhesa,2026-06-17,3.0,Miti Murhesa,0.0,0.0,1.0,27,0.0,8.0,722.651452069188,0,0,True
Musienene,2026-06-17,1.0,Musienene,0.0,,1.0,1,0.0,1.0,272.413057812586,0,1,True
Mabalako,2026-06-17,1.0,Mabalako,0.0,,0.0,4,0.0,4.0,224.427753196912,0,0,True
Katwa,2026-06-17,24.0,Katwa,1.0,3.2,16.0,30,16.0,3.0,7809.37779884317,0,1,True
Mabalako,2026-06-18,1.0,Mabalako,0.0,,0.0,5,0.0,5.0,224.427753196912,0,0,True
Bambu,2026-06-18,9.0,Bambu,0.0,0.4,2.0,29,2.0,1.0,293.755113499808,0,1,True
Kambala,2026-06-18,1.0,Kambala,0.0,,1.0,8,0.0,8.0,113.635589703185,0,0,True
Komanda,2026-06-18,10.0,Komanda,0.0,3.5,3.0,21,7.0,1.0,69.5013595444792,0,1,True
Katwa,2026-06-18,24.0,Katwa,0.0,0.9090909090909092,16.0,31,10.0,1.0,7809.37779884317,0,1,True
Logo,2026-06-18,2.0,Logo,0.0,0.0,0.0,17,0.0,14.0,557.063799173426,0,1,True
Nia Nia,2026-06-18,1.0,Nia Nia,0.0,,1.0,5,0.0,5.0,12.2620174888054,0,1,True
Mongbwalu,2026-06-18,198.0,Mongbwalu,9.0,0.7764705882352941,87.0,35,66.0,2.0,49.26880991961,0,1,True
Butembo,2026-06-18,25.0,Butembo,0.0,2.571428571428572,11.0,31,18.0,1.0,3648.62216219997,0,1,True
Mambasa,2026-06-18,2.0,Mambasa,0.0,,1.0,23,0.0,17.0,9.38305119840287,0,0,True
Aru,2026-06-18,3.0,Aru,0.0,0.0,1.0,27,0.0,14.0,339.239633491485,0,0,True
Kilo,2026-06-18,7.0,Kilo,0.0,1.5,1.0,28,3.0,1.0,107.546199583958,0,1,True
Oicha,2026-06-18,3.0,Oicha,0.0,,2.0,25,1.0,2.0,217.407676331775,0,0,True
Kalunguta,2026-06-18,2.0,Kalunguta,0.0,,1.0,25,1.0,2.0,217.291453102909,0,0,True
Tchomia,2026-06-18,5.0,Tchomia,0.0,,0.0,9,3.0,2.0,228.779480612625,0,1,True
Damas,2026-06-18,4.0,Damas,0.0,,0.0,23,1.0,5.0,53.1851080273012,0,0,True
Bunia,2026-06-18,253.0,Bunia,6.0,0.7727272727272727,42.0,34,68.0,1.0,4336.1457340514,0,1,True
Kyondo,2026-06-18,2.0,Kyondo,0.0,0.0,1.0,24,0.0,8.0,287.209696136707,0,1,True
Vuhovi,2026-06-18,1.0,Vuhovi,0.0,,1.0,8,0.0,8.0,380.412706373374,0,0,True
Gety,2026-06-18,1.0,Gety,0.0,,0.0,21,0.0,21.0,86.0299313935469,0,0,True
Goma,2026-06-18,1.0,Goma,0.0,,0.0,31,0.0,31.0,8413.39578071933,0,0,True
Nizi,2026-06-18,26.0,Nizi,1.0,3.8,5.0,28,19.0,1.0,671.566862038288,0,1,True
Rwampara,2026-06-18,199.0,Rwampara,4.0,1.3442622950819672,35.0,34,82.0,1.0,378.392262151519,0,1,True
Nyankunde,2026-06-18,77.0,Nyankunde,9.0,4.0,7.0,31,44.0,1.0,100.872453475923,0,1,True
Drodro,2026-06-18,1.0,Drodro,0.0,,1.0,1,0.0,1.0,349.734033181171,0,0,True
Miti Murhesa,2026-06-18,3.0,Miti Murhesa,0.0,0.0,1.0,28,0.0,9.0,722.651452069188,0,0,True
Mangala,2026-06-18,7.0,Mangala,2.0,5.0,4.0,21,5.0,5.0,162.268440527417,0,1,True
Beni,2026-06-18,16.0,Beni,1.0,1.75,12.0,21,7.0,1.0,583.694814150159,0,1,True
Musienene,2026-06-18,1.0,Musienene,0.0,,1.0,2,0.0,2.0,272.413057812586,0,1,True
Aungba,2026-06-18,6.0,Aungba,2.0,4.0,2.0,21,4.0,1.0,171.063075277196,0,0,True
Masereka,2026-06-18,1.0,Masereka,0.0,,0.0,8,0.0,8.0,859.910963009083,0,0,True
Rimba,2026-06-18,3.0,Rimba,0.0,,0.0,23,0.0,16.0,475.541098374732,0,0,True
Lita,2026-06-18,20.0,Lita,2.0,3.5,6.0,21,14.0,1.0,228.628253664484,0,1,True
Fataki,2026-06-18,1.0,Fataki,0.0,,0.0,23,1.0,2.0,374.843916988277,0,0,True
Masereka,2026-06-19,1.0,Masereka,0.0,,0.0,9,0.0,9.0,859.910963009083,0,0,True
Kilo,2026-06-19,7.0,Kilo,0.0,3.0,1.0,29,3.0,2.0,107.546199583958,0,1,True
Gety,2026-06-19,1.0,Gety,0.0,,0.0,22,0.0,22.0,86.0299313935469,0,0,True
Bunia,2026-06-19,259.0,Bunia,6.0,1.0,42.0,35,68.0,1.0,4336.1457340514,0,1,True
Goma,2026-06-19,1.0,Goma,0.0,,0.0,32,0.0,32.0,8413.39578071933,0,0,True
Vuhovi,2026-06-19,1.0,Vuhovi,0.0,,1.0,9,0.0,9.0,380.412706373374,0,0,True
Tchomia,2026-06-19,5.0,Tchomia,0.0,,0.0,10,3.0,3.0,228.779480612625,0,1,True
Logo,2026-06-19,2.0,Logo,0.0,,0.0,18,0.0,15.0,557.063799173426,0,1,True
Beni,2026-06-19,16.0,Beni,0.0,1.75,12.0,22,7.0,1.0,583.694814150159,0,1,True
Oicha,2026-06-19,3.0,Oicha,0.0,,2.0,26,1.0,3.0,217.407676331775,0,0,True
Drodro,2026-06-19,1.0,Drodro,0.0,,1.0,2,0.0,2.0,349.734033181171,0,0,True
Kambala,2026-06-19,1.0,Kambala,0.0,,1.0,9,0.0,9.0,113.635589703185,0,0,True
Komanda,2026-06-19,10.0,Komanda,0.0,,3.0,22,7.0,2.0,69.5013595444792,0,1,True
Mongbwalu,2026-06-19,209.0,Mongbwalu,11.0,1.0138888888888888,89.0,36,73.0,1.0,49.26880991961,0,1,True
Nizi,2026-06-19,26.0,Nizi,0.0,4.25,5.0,29,17.0,1.0,671.566862038288,0,1,True
Mangala,2026-06-19,7.0,Mangala,0.0,5.0,4.0,22,5.0,1.0,162.268440527417,0,1,True
Miti Murhesa,2026-06-19,3.0,Miti Murhesa,0.0,0.0,1.0,29,0.0,10.0,722.651452069188,0,0,True
Fataki,2026-06-19,1.0,Fataki,0.0,,0.0,24,1.0,3.0,374.843916988277,0,0,True
Mabalako,2026-06-19,1.0,Mabalako,0.0,,0.0,6,0.0,6.0,224.427753196912,0,0,True
Aungba,2026-06-19,6.0,Aungba,0.0,4.0,2.0,22,4.0,1.0,171.063075277196,0,0,True
Rimba,2026-06-19,3.0,Rimba,0.0,,0.0,24,0.0,17.0,475.541098374732,0,0,True
Kalunguta,2026-06-19,2.0,Kalunguta,0.0,,1.0,26,1.0,3.0,217.291453102909,0,0,True
Nyankunde,2026-06-19,79.0,Nyankunde,2.0,4.181818181818182,7.0,32,46.0,1.0,100.872453475923,0,1,True
Nia Nia,2026-06-19,1.0,Nia Nia,0.0,,1.0,6,0.0,6.0,12.2620174888054,0,1,True
Kyondo,2026-06-19,2.0,Kyondo,0.0,0.0,1.0,25,0.0,9.0,287.209696136707,0,1,True
Musienene,2026-06-19,1.0,Musienene,0.0,,1.0,3,0.0,3.0,272.413057812586,0,1,True
Katwa,2026-06-19,26.0,Katwa,2.0,1.7142857142857142,16.0,32,12.0,2.0,7809.37779884317,0,1,True
Lita,2026-06-19,20.0,Lita,0.0,4.666666666666667,6.0,22,14.0,1.0,228.628253664484,0,1,True
Rwampara,2026-06-19,201.0,Rwampara,2.0,1.4107142857142858,35.0,35,79.0,1.0,378.392262151519,0,1,True
Aru,2026-06-19,3.0,Aru,0.0,,1.0,28,0.0,15.0,339.239633491485,0,0,True
Butembo,2026-06-19,25.0,Butembo,0.0,3.6,11.0,32,18.0,2.0,3648.62216219997,0,1,True
Damas,2026-06-19,4.0,Damas,0.0,,0.0,24,1.0,6.0,53.1851080273012,0,0,True
Bambu,2026-06-19,9.0,Bambu,0.0,1.0,2.0,30,2.0,2.0,293.755113499808,0,1,True
Mambasa,2026-06-19,2.0,Mambasa,0.0,,1.0,24,0.0,18.0,9.38305119840287,0,0,True
Katwa,2026-06-20,28.0,Katwa,2.0,0.75,17.0,33,9.0,1.0,7809.37779884317,0,1,True
Beni,2026-06-20,17.0,Beni,1.0,0.3333333333333333,12.0,23,3.0,2.0,583.694814150159,0,1,True
Gety,2026-06-20,1.0,Gety,0.0,,0.0,23,0.0,23.0,86.0299313935469,0,0,True
Mabalako,2026-06-20,1.0,Mabalako,0.0,,0.0,7,0.0,7.0,224.427753196912,0,0,True
Logo,2026-06-20,2.0,Logo,0.0,,0.0,19,0.0,16.0,557.063799173426,0,1,True
Tchomia,2026-06-20,5.0,Tchomia,0.0,,0.0,11,3.0,4.0,228.779480612625,0,1,True
Mangala,2026-06-20,7.0,Mangala,0.0,0.5,4.0,23,2.0,2.0,162.268440527417,0,1,True
Kyondo,2026-06-20,2.0,Kyondo,0.0,0.0,1.0,26,0.0,10.0,287.209696136707,0,1,True
Aru,2026-06-20,3.0,Aru,0.0,,1.0,29,0.0,16.0,339.239633491485,0,0,True
Mongbwalu,2026-06-20,220.0,Mongbwalu,11.0,0.6222222222222222,91.0,37,56.0,1.0,49.26880991961,0,1,True
Bambu,2026-06-20,14.0,Bambu,5.0,3.5,2.0,31,7.0,3.0,293.755113499808,0,0,True
Damas,2026-06-20,4.0,Damas,0.0,0.0,0.0,25,0.0,7.0,53.1851080273012,0,0,True
Vuhovi,2026-06-20,1.0,Vuhovi,0.0,,1.0,10,0.0,10.0,380.412706373374,0,0,True
Rimba,2026-06-20,3.0,Rimba,0.0,,0.0,25,0.0,18.0,475.541098374732,0,0,True
Bunia,2026-06-20,275.0,Bunia,16.0,0.8513513513513513,44.0,36,63.0,1.0,4336.1457340514,0,1,True
Nyankunde,2026-06-20,79.0,Nyankunde,0.0,2.9285714285714284,7.0,33,41.0,1.0,100.872453475923,0,1,True
Kalunguta,2026-06-20,2.0,Kalunguta,0.0,,1.0,27,1.0,4.0,217.291453102909,0,0,True
Nia Nia,2026-06-20,1.0,Nia Nia,0.0,,1.0,7,0.0,7.0,12.2620174888054,0,1,True
Fataki,2026-06-20,1.0,Fataki,0.0,,0.0,25,1.0,4.0,374.843916988277,0,0,True
Mambasa,2026-06-20,2.0,Mambasa,0.0,,1.0,25,0.0,19.0,9.38305119840287,0,0,True
Rwampara,2026-06-20,211.0,Rwampara,10.0,1.4642857142857142,35.0,36,82.0,1.0,378.392262151519,0,1,True
Musienene,2026-06-20,1.0,Musienene,0.0,,1.0,4,0.0,4.0,272.413057812586,0,1,True
Aungba,2026-06-20,6.0,Aungba,0.0,4.0,2.0,23,4.0,2.0,171.063075277196,0,0,True
Lita,2026-06-20,20.0,Lita,0.0,7.0,6.0,23,14.0,2.0,228.628253664484,0,1,True
Butembo,2026-06-20,27.0,Butembo,2.0,0.5625,13.0,33,9.0,3.0,3648.62216219997,0,1,True
Kambala,2026-06-20,1.0,Kambala,0.0,,1.0,10,0.0,10.0,113.635589703185,0,0,True
Masereka,2026-06-20,1.0,Masereka,0.0,,0.0,10,0.0,10.0,859.910963009083,0,0,True
Oicha,2026-06-20,3.0,Oicha,0.0,,2.0,27,1.0,4.0,217.407676331775,0,0,True
Kilo,2026-06-20,7.0,Kilo,0.0,,1.0,30,3.0,3.0,107.546199583958,0,1,True
Drodro,2026-06-20,1.0,Drodro,0.0,,1.0,3,0.0,3.0,349.734033181171,0,0,True
Goma,2026-06-20,1.0,Goma,0.0,,0.0,33,0.0,33.0,8413.39578071933,0,0,True
Nizi,2026-06-20,26.0,Nizi,0.0,2.5,5.0,30,15.0,2.0,671.566862038288,0,1,True
Miti Murhesa,2026-06-20,3.0,Miti Murhesa,0.0,0.0,1.0,30,0.0,11.0,722.651452069188,0,0,True
Komanda,2026-06-20,10.0,Komanda,0.0,1.3333333333333333,3.0,23,4.0,3.0,69.5013595444792,0,1,True
Kilo,2026-06-21,7.0,Kilo,0.0,,1.0,31,3.0,4.0,107.546199583958,0,1,True
Vuhovi,2026-06-21,1.0,Vuhovi,0.0,,1.0,11,0.0,11.0,380.412706373374,0,0,True
Mangala,2026-06-21,11.0,Mangala,4.0,1.5,5.0,24,6.0,3.0,162.268440527417,0,1,True
Rimba,2026-06-21,3.0,Rimba,0.0,,0.0,26,0.0,19.0,475.541098374732,0,0,True
Butembo,2026-06-21,28.0,Butembo,1.0,0.5294117647058824,13.0,34,9.0,1.0,3648.62216219997,0,1,True
Gety,2026-06-21,1.0,Gety,0.0,,0.0,24,0.0,24.0,86.0299313935469,0,0,True
Fataki,2026-06-21,1.0,Fataki,0.0,,0.0,26,1.0,5.0,374.843916988277,0,0,True
Masereka,2026-06-21,1.0,Masereka,0.0,,0.0,11,0.0,11.0,859.910963009083,0,0,True
Nia Nia,2026-06-21,2.0,Nia Nia,1.0,,2.0,8,1.0,8.0,12.2620174888054,0,1,True
Mongbwalu,2026-06-21,229.0,Mongbwalu,9.0,0.6506024096385542,96.0,38,54.0,1.0,49.26880991961,0,1,True
