nom,date,cumulative_confirmed_cases
Nizi,2026-07-27,360
Nyankunde,2026-07-27,114
Rimba,2026-07-27,8
Rwampara,2026-07-27,585
Tchomia,2026-07-27,41
Beni,2026-07-27,46
Butembo,2026-07-27,75
Goma,2026-07-27,1
Kalunguta,2026-07-27,5
Katwa,2026-07-27,145
Kyondo,2026-07-27,12
Mabalako,2026-07-27,1
Masereka,2026-07-27,4
Musienene,2026-07-27,31
Oicha,2026-07-27,4
Vuhovi,2026-07-27,1
Miti-Murhesa,2026-07-27,3
Boma Mangbetu,2026-07-27,7
Isiro,2026-07-27,12
Pawa,2026-07-27,8
Rungu,2026-07-27,1
Wamba,2026-07-27,11
Lubunga,2026-07-27,1
Makiso-Kisangani,2026-07-27,3
Mangobo,2026-07-27,1
Adja,2026-07-30,11
Aru,2026-07-30,5
Ariwara,2026-07-30,7
Aungba,2026-07-30,9
Bambu,2026-07-30,60
Boga,2026-07-30,1
Bunia,2026-07-30,880
Damas,2026-07-30,17
Drodro,2026-07-30,10
Fataki,2026-07-30,27
Gethy,2026-07-30,1
Kambala,2026-07-30,2
Kilo,2026-07-30,29
Komanda,2026-07-30,36
Lita,2026-07-30,131
Logo,2026-07-30,9
Lolwa,2026-07-30,7
Mahagi,2026-07-30,4
Mambasa,2026-07-30,9
Mandima,2026-07-30,16
Mangala,2026-07-30,101
Mongbwalu,2026-07-30,541
Nia-Nia,2026-07-30,95
Nizi,2026-07-30,377
Nyankunde,2026-07-30,114
Rimba,2026-07-30,9
Rwampara,2026-07-30,627
Tchomia,2026-07-30,41
Beni,2026-07-30,50
Butembo,2026-07-30,82
Goma,2026-07-30,1
Kalunguta,2026-07-30,5
Katwa,2026-07-30,166
Kyondo,2026-07-30,13
Mabalako,2026-07-30,1
Masereka,2026-07-30,4
Musienene,2026-07-30,39
Oicha,2026-07-30,4
Vuhovi,2026-07-30,1
Miti-Murhesa,2026-07-30,3
Boma Mangbetu,2026-07-30,12
Isiro,2026-07-30,16
Pawa,2026-07-30,9
Rungu,2026-07-30,1
Wamba,2026-07-30,15
Kabondo,2026-07-30,1
Lubunga,2026-07-30,1
Makiso-Kisangani,2026-07-30,4
Mangobo,2026-07-30,1
Adja,2026-07-31,11
Aru,2026-07-31,5
Ariwara,2026-07-31,7
Aungba,2026-07-31,9
Bambu,2026-07-31,60
Boga,2026-07-31,1
Bunia,2026-07-31,896
Damas,2026-07-31,17
Drodro,2026-07-31,10
Fataki,2026-07-31,35
Gethy,2026-07-31,1
Kambala,2026-07-31,2
Kilo,2026-07-31,29
Komanda,2026-07-31,36
Lita,2026-07-31,132
Logo,2026-07-31,9
Lolwa,2026-07-31,7
Mahagi,2026-07-31,4
Mambasa,2026-07-31,9
Mandima,2026-07-31,16
Mangala,2026-07-31,102
Mongbwalu,2026-07-31,545
Nia-Nia,2026-07-31,101
Nizi,2026-07-31,387
Nyankunde,2026-07-31,115
Rimba,2026-07-31,9
Rwampara,2026-07-31,633
Tchomia,2026-07-31,41
Beni,2026-07-31,57
Butembo,2026-07-31,83
Goma,2026-07-31,1
Kalunguta,2026-07-31,6
Katwa,2026-07-31,168
Kyondo,2026-07-31,13
Mabalako,2026-07-31,1
Masereka,2026-07-31,4
Musienene,2026-07-31,40
Oicha,2026-07-31,4
Vuhovi,2026-07-31,1
Miti-Murhesa,2026-07-31,3
Boma Mangbetu,2026-07-31,12
Isiro,2026-07-31,19
Pawa,2026-07-31,10
Rungu,2026-07-31,1
Wamba,2026-07-31,15
Kabondo,2026-07-31,1
Lubunga,2026-07-31,1
Makiso-Kisangani,2026-07-31,4
Mangobo,2026-07-31,1
Adja,2026-08-01,11
Aru,2026-08-01,5
Ariwara,2026-08-01,7
Aungba,2026-08-01,9
Bambu,2026-08-01,60
Boga,2026-08-01,1
Bunia,2026-08-01,905
Damas,2026-08-01,18
Drodro,2026-08-01,11
Fataki,2026-08-01,35
Gethy,2026-08-01,1
Kambala,2026-08-01,2
Kilo,2026-08-01,29
Komanda,2026-08-01,37
Lita,2026-08-01,137
Logo,2026-08-01,9
Lolwa,2026-08-01,7
Mahagi,2026-08-01,4
Mambasa,2026-08-01,10
Mandima,2026-08-01,16
Mangala,2026-08-01,105
Mongbwalu,2026-08-01,550
Nia-Nia,2026-08-01,103
Nizi,2026-08-01,397
Nyankunde,2026-08-01,115
Rimba,2026-08-01,9
Rwampara,2026-08-01,644
Tchomia,2026-08-01,41
Beni,2026-08-01,61
Butembo,2026-08-01,88
Goma,2026-08-01,1
Kalunguta,2026-08-01,6
Katwa,2026-08-01,180
Kyondo,2026-08-01,13
Mabalako,2026-08-01,1
Masereka,2026-08-01,4
Musienene,2026-08-01,41
Oicha,2026-08-01,4
Vuhovi,2026-08-01,1
Miti-Murhesa,2026-08-01,3
Boma Mangbetu,2026-08-01,12
Isiro,2026-08-01,19
Pawa,2026-08-01,12
Rungu,2026-08-01,1
Wamba,2026-08-01,16
Kabondo,2026-08-01,1
Lubunga,2026-08-01,1
Makiso-Kisangani,2026-08-01,3
Mangobo,2026-08-01,1
Wanierukula,2026-08-01,1
Adja,2026-08-02,11
Aru,2026-08-02,5
Ariwara,2026-08-02,7
Aungba,2026-08-02,10
Bambu,2026-08-02,64
Boga,2026-08-02,1
Bunia,2026-08-02,914
Damas,2026-08-02,18
Drodro,2026-08-02,11
Fataki,2026-08-02,35
Gethy,2026-08-02,1
Kambala,2026-08-02,2
Kilo,2026-08-02,29
Komanda,2026-08-02,37
Lita,2026-08-02,141
Logo,2026-08-02,9
Lolwa,2026-08-02,7
Mahagi,2026-08-02,4
Mambasa,2026-08-02,10
Mandima,2026-08-02,16
Mangala,2026-08-02,105
Mongbwalu,2026-08-02,552
Nia-Nia,2026-08-02,104
Nizi,2026-08-02,402
Nyankunde,2026-08-02,115
Rimba,2026-08-02,9
Rwampara,2026-08-02,655
Tchomia,2026-08-02,43
Beni,2026-08-02,64
Butembo,2026-08-02,87
Goma,2026-08-02,1
Kalunguta,2026-08-02,7
Katwa,2026-08-02,186
Kyondo,2026-08-02,13
Lubero,2026-08-02,1
Mabalako,2026-08-02,1
Masereka,2026-08-02,5
Musienene,2026-08-02,43
Oicha,2026-08-02,4
Vuhovi,2026-08-02,2
Boma Mangbetu,2026-08-02,13
Isiro,2026-08-02,19
Pawa,2026-08-02,12
Rungu,2026-08-02,1
Wamba,2026-08-02,16
Kabondo,2026-08-02,1
Lubunga,2026-08-02,1
Makiso-Kisangani,2026-08-02,3
Mangobo,2026-08-02,1
Wanierukula,2026-08-02,1
Miti-Murhesa,2026-08-02,3
Adja,2026-08-03,11
Aru,2026-08-03,5
Ariwara,2026-08-03,7
Aungba,2026-08-03,10
Bambu,2026-08-03,69
Boga,2026-08-03,1
Bunia,2026-08-03,925
Damas,2026-08-03,18
Drodro,2026-08-03,11
Fataki,2026-08-03,35
Gethy,2026-08-03,1
Kambala,2026-08-03,2
Kilo,2026-08-03,29
Komanda,2026-08-03,38
Lita,2026-08-03,142
Logo,2026-08-03,10
Lolwa,2026-08-03,7
Mahagi,2026-08-03,4
Mambasa,2026-08-03,10
Mandima,2026-08-03,16
Mangala,2026-08-03,106
Mongbwalu,2026-08-03,553
Nia-Nia,2026-08-03,112
Nizi,2026-08-03,410
Nyankunde,2026-08-03,115
Rimba,2026-08-03,9
Rwampara,2026-08-03,674
Tchomia,2026-08-03,45
Beni,2026-08-03,64
Butembo,2026-08-03,89
Goma,2026-08-03,1
Kalunguta,2026-08-03,7
Katwa,2026-08-03,195
Kyondo,2026-08-03,13
Lubero,2026-08-03,1
Mabalako,2026-08-03,1
Masereka,2026-08-03,5
Musienene,2026-08-03,44
Oicha,2026-08-03,4
Vuhovi,2026-08-03,2
Boma Mangbetu,2026-08-03,13
Isiro,2026-08-03,21
Pawa,2026-08-03,12
Rungu,2026-08-03,1
Wamba,2026-08-03,16
Kabondo,2026-08-03,1
Lubunga,2026-08-03,1
Makiso-Kisangani,2026-08-03,3
Mangobo,2026-08-03,1
Wanierukula,2026-08-03,1
Miti-Murhesa,2026-08-03,3
Adja,2026-08-04,11
Aru,2026-08-04,5
Ariwara,2026-08-04,7
Aungba,2026-08-04,10
Bambu,2026-08-04,69
Boga,2026-08-04,1
Bunia,2026-08-04,950
Damas,2026-08-04,18
Drodro,2026-08-04,11
Fataki,2026-08-04,40
Gethy,2026-08-04,1
Kambala,2026-08-04,2
Kilo,2026-08-04,29
Komanda,2026-08-04,38
Lita,2026-08-04,151
Logo,2026-08-04,10
Lolwa,2026-08-04,7
Mahagi,2026-08-04,4
Mambasa,2026-08-04,10
Mandima,2026-08-04,16
Mangala,2026-08-04,108
Mongbwalu,2026-08-04,558
Nia-Nia,2026-08-04,112
Nizi,2026-08-04,431
Nyankunde,2026-08-04,115
Rimba,2026-08-04,9
Rwampara,2026-08-04,692
Tchomia,2026-08-04,45
Beni,2026-08-04,64
Butembo,2026-08-04,92
Goma,2026-08-04,1
Kalunguta,2026-08-04,8
Katwa,2026-08-04,200
Kyondo,2026-08-04,13
Lubero,2026-08-04,1
Mabalako,2026-08-04,1
Masereka,2026-08-04,5
Musienene,2026-08-04,45
Oicha,2026-08-04,4
Vuhovi,2026-08-04,2
Boma Mangbetu,2026-08-04,13
Isiro,2026-08-04,25
Pawa,2026-08-04,12
Rungu,2026-08-04,1
Wamba,2026-08-04,16
Kabondo,2026-08-04,1
Lubunga,2026-08-04,1
Makiso-Kisangani,2026-08-04,3
Mangobo,2026-08-04,1
Wanierukula,2026-08-04,1
Miti-Murhesa,2026-08-04,3
