nom,date,cumulative_confirmed_deaths
Mabalako,2026-07-30,0
Masereka,2026-07-30,0
Musienene,2026-07-30,22
Oicha,2026-07-30,3
Vuhovi,2026-07-30,1
Miti-Murhesa,2026-07-30,1
Boma Mangbetu,2026-07-30,4
Isiro,2026-07-30,9
Pawa,2026-07-30,7
Rungu,2026-07-30,0
Wamba,2026-07-30,8
Kabondo,2026-07-30,1
Lubunga,2026-07-30,0
Makiso-Kisangani,2026-07-30,3
Mangobo,2026-07-30,1
Adja,2026-07-31,1
Aru,2026-07-31,5
Ariwara,2026-07-31,2
Aungba,2026-07-31,5
Bambu,2026-07-31,12
Boga,2026-07-31,1
Bunia,2026-07-31,259
Damas,2026-07-31,8
Drodro,2026-07-31,6
Fataki,2026-07-31,17
Gethy,2026-07-31,0
Kambala,2026-07-31,0
Kilo,2026-07-31,11
Komanda,2026-07-31,25
Lita,2026-07-31,79
Logo,2026-07-31,3
Lolwa,2026-07-31,2
Mahagi,2026-07-31,1
Mambasa,2026-07-31,6
Mandima,2026-07-31,12
Mangala,2026-07-31,64
Mongbwalu,2026-07-31,259
Nia-Nia,2026-07-31,53
Nizi,2026-07-31,187
Nyankunde,2026-07-31,32
Rimba,2026-07-31,4
Rwampara,2026-07-31,258
Tchomia,2026-07-31,24
Beni,2026-07-31,46
Butembo,2026-07-31,65
Goma,2026-07-31,0
Kalunguta,2026-07-31,3
Katwa,2026-07-31,102
Kyondo,2026-07-31,8
Mabalako,2026-07-31,0
Masereka,2026-07-31,0
Musienene,2026-07-31,23
Oicha,2026-07-31,3
Vuhovi,2026-07-31,1
Miti-Murhesa,2026-07-31,1
Boma Mangbetu,2026-07-31,4
Isiro,2026-07-31,9
Pawa,2026-07-31,7
Rungu,2026-07-31,0
Wamba,2026-07-31,8
Kabondo,2026-07-31,1
Lubunga,2026-07-31,0
Makiso-Kisangani,2026-07-31,3
Mangobo,2026-07-31,1
Adja,2026-08-01,1
Aru,2026-08-01,5
Ariwara,2026-08-01,2
Aungba,2026-08-01,5
Bambu,2026-08-01,13
Boga,2026-08-01,1
Bunia,2026-08-01,262
Damas,2026-08-01,8
Drodro,2026-08-01,6
Fataki,2026-08-01,17
Gethy,2026-08-01,0
Kambala,2026-08-01,0
Kilo,2026-08-01,11
Komanda,2026-08-01,27
Lita,2026-08-01,80
Logo,2026-08-01,3
Lolwa,2026-08-01,2
Mahagi,2026-08-01,1
Mambasa,2026-08-01,6
Mandima,2026-08-01,12
Mangala,2026-08-01,66
Mongbwalu,2026-08-01,261
Nia-Nia,2026-08-01,56
Nizi,2026-08-01,192
Nyankunde,2026-08-01,34
Rimba,2026-08-01,4
Rwampara,2026-08-01,260
Tchomia,2026-08-01,24
Beni,2026-08-01,49
Butembo,2026-08-01,67
Goma,2026-08-01,0
Kalunguta,2026-08-01,3
Katwa,2026-08-01,108
Kyondo,2026-08-01,8
Mabalako,2026-08-01,0
Masereka,2026-08-01,0
Musienene,2026-08-01,23
Oicha,2026-08-01,3
Vuhovi,2026-08-01,1
Miti-Murhesa,2026-08-01,1
Boma Mangbetu,2026-08-01,4
Isiro,2026-08-01,9
Pawa,2026-08-01,9
Rungu,2026-08-01,0
Wamba,2026-08-01,8
Kabondo,2026-08-01,1
Lubunga,2026-08-01,0
Makiso-Kisangani,2026-08-01,3
Mangobo,2026-08-01,1
Wanierukula,2026-08-01,0
Adja,2026-08-02,1
Aru,2026-08-02,5
Ariwara,2026-08-02,2
Aungba,2026-08-02,5
Bambu,2026-08-02,15
Boga,2026-08-02,1
Bunia,2026-08-02,270
Damas,2026-08-02,8
Drodro,2026-08-02,6
Fataki,2026-08-02,17
Gethy,2026-08-02,0
Kambala,2026-08-02,0
Kilo,2026-08-02,11
Komanda,2026-08-02,27
Lita,2026-08-02,84
Logo,2026-08-02,4
Lolwa,2026-08-02,2
Mahagi,2026-08-02,1
Mambasa,2026-08-02,6
Mandima,2026-08-02,12
Mangala,2026-08-02,66
Mongbwalu,2026-08-02,263
Nia-Nia,2026-08-02,57
Nizi,2026-08-02,194
Nyankunde,2026-08-02,34
Rimba,2026-08-02,4
Rwampara,2026-08-02,263
Tchomia,2026-08-02,24
Beni,2026-08-02,49
Butembo,2026-08-02,69
Goma,2026-08-02,0
Kalunguta,2026-08-02,4
Katwa,2026-08-02,122
Kyondo,2026-08-02,10
Lubero,2026-08-02,1
Mabalako,2026-08-02,0
Masereka,2026-08-02,1
Musienene,2026-08-02,25
Oicha,2026-08-02,3
Vuhovi,2026-08-02,1
Boma Mangbetu,2026-08-02,4
Isiro,2026-08-02,11
Pawa,2026-08-02,10
Rungu,2026-08-02,0
Wamba,2026-08-02,9
Kabondo,2026-08-02,1
Lubunga,2026-08-02,0
Makiso-Kisangani,2026-08-02,3
Mangobo,2026-08-02,1
Wanierukula,2026-08-02,0
Miti-Murhesa,2026-08-02,1
Adja,2026-08-03,1
Aru,2026-08-03,5
Ariwara,2026-08-03,2
Aungba,2026-08-03,5
Bambu,2026-08-03,15
Boga,2026-08-03,1
Bunia,2026-08-03,277
Damas,2026-08-03,8
Drodro,2026-08-03,6
Fataki,2026-08-03,17
Gethy,2026-08-03,0
Kambala,2026-08-03,0
Kilo,2026-08-03,11
Komanda,2026-08-03,27
Lita,2026-08-03,86
Logo,2026-08-03,5
Lolwa,2026-08-03,2
Mahagi,2026-08-03,1
Mambasa,2026-08-03,6
Mandima,2026-08-03,12
Mangala,2026-08-03,67
Mongbwalu,2026-08-03,264
Nia-Nia,2026-08-03,63
Nizi,2026-08-03,201
Nyankunde,2026-08-03,34
Rimba,2026-08-03,4
Rwampara,2026-08-03,273
Tchomia,2026-08-03,24
Beni,2026-08-03,49
Butembo,2026-08-03,69
Goma,2026-08-03,0
Kalunguta,2026-08-03,4
Katwa,2026-08-03,125
Kyondo,2026-08-03,10
Lubero,2026-08-03,1
Mabalako,2026-08-03,0
Masereka,2026-08-03,1
Musienene,2026-08-03,25
Oicha,2026-08-03,3
Vuhovi,2026-08-03,1
Boma Mangbetu,2026-08-03,5
Isiro,2026-08-03,13
Pawa,2026-08-03,11
Rungu,2026-08-03,0
Wamba,2026-08-03,9
Kabondo,2026-08-03,1
Lubunga,2026-08-03,0
Makiso-Kisangani,2026-08-03,3
Mangobo,2026-08-03,1
Wanierukula,2026-08-03,0
Miti-Murhesa,2026-08-03,1
Adja,2026-08-04,1
Aru,2026-08-04,5
Ariwara,2026-08-04,2
Aungba,2026-08-04,5
Bambu,2026-08-04,17
Boga,2026-08-04,1
Bunia,2026-08-04,289
Damas,2026-08-04,8
Drodro,2026-08-04,6
Fataki,2026-08-04,20
Gethy,2026-08-04,0
Kambala,2026-08-04,0
Kilo,2026-08-04,11
Komanda,2026-08-04,27
Lita,2026-08-04,89
Logo,2026-08-04,5
Lolwa,2026-08-04,2
Mahagi,2026-08-04,1
Mambasa,2026-08-04,6
Mandima,2026-08-04,12
Mangala,2026-08-04,67
Mongbwalu,2026-08-04,268
Nia-Nia,2026-08-04,66
Nizi,2026-08-04,211
Nyankunde,2026-08-04,35
Rimba,2026-08-04,4
Rwampara,2026-08-04,282
Tchomia,2026-08-04,24
Beni,2026-08-04,49
Butembo,2026-08-04,69
Goma,2026-08-04,0
Kalunguta,2026-08-04,4
Katwa,2026-08-04,129
Kyondo,2026-08-04,10
Lubero,2026-08-04,1
Mabalako,2026-08-04,0
Masereka,2026-08-04,1
Musienene,2026-08-04,25
Oicha,2026-08-04,3
Vuhovi,2026-08-04,1
Boma Mangbetu,2026-08-04,5
Isiro,2026-08-04,14
Pawa,2026-08-04,11
Rungu,2026-08-04,0
Wamba,2026-08-04,9
Kabondo,2026-08-04,1
Lubunga,2026-08-04,0
Makiso-Kisangani,2026-08-04,3
Mangobo,2026-08-04,1
Wanierukula,2026-08-04,0
Miti-Murhesa,2026-08-04,1
